sample,B2M,CD274,CTLA4,HLA-A,HLA-B,HLA-C,PDCD1,PDCD1LG2,TAP1,TAPBP,canType
TCGA-DK-A2I1-01A-11R-A180-07,12.0885,0.7222,0.9995,8.9246,10.234,9.9195,0.8205,1.1706,5.2905,5.4336,BLCA
TCGA-DK-A2I2-01A-11R-A180-07,12.3813,2.2305,1.7308,8.3774,10.8944,9.714,0.5562,2.1954,6.4361,6.8253,BLCA
TCGA-DK-A2I4-01A-11R-A21D-07,14.3731,5.6806,3.0714,12.0315,12.4441,11.4175,2.8601,4.7836,8.6059,7.1297,BLCA
TCGA-DK-A2I6-01A-12R-A18C-07,11.3195,4.2645,0.3228,6.7963,9.3744,9.3234,0.2504,2.3637,5.4751,6.4011,BLCA
TCGA-DK-A3IK-01A-32R-A21D-07,10.7911,0.4169,0.2878,8.416,9.062,8.5413,0.2466,0.3675,4.465,5.864,BLCA
TCGA-DK-A3IL-01A-11R-A20F-07,9.8084,0.4594,0.3234,6.8211,6.7136,7.24,0.2003,0.2091,2.8561,5.4741,BLCA
TCGA-DK-A3IM-01A-11R-A20F-07,10.8323,1.0892,0.3942,8.779,8.579,8.6797,0.0955,0.6263,4.6506,5.9897,BLCA
TCGA-DK-A3IN-01A-11R-A20F-07,12.2792,3.1846,1.8789,9.495,9.9613,9.5627,1.2042,2.6022,6.6171,7.0257,BLCA
TCGA-DK-A3IQ-01A-31R-A32Y-07,11.8679,0.7997,0.2456,9.1207,8.962,8.3322,0.1827,1.1793,4.4105,6.1787,BLCA
TCGA-DK-A3IS-01A-21R-A21D-07,14.0241,0.4471,0.552,11.5232,11.2837,11.0875,0.5699,0.0759,6.7958,6.6736,BLCA
TCGA-DK-A3IT-01A-31R-A20F-07,12.324,0.7212,0.9348,8.1566,8.4871,8.8358,0.6943,0.6722,5.8043,6.1212,BLCA
TCGA-DK-A3IU-01A-11R-A20F-07,14.2026,5.1624,2.4819,11.203,12.2132,10.7695,3.888,3.6181,8.6854,7.9405,BLCA
TCGA-DK-A3IV-01A-22R-A21D-07,13.7769,2.848,2.3718,10.9946,11.4154,10.6643,1.388,1.1374,7.2957,7.619,BLCA
TCGA-DK-A3WW-01A-22R-A23N-07,14.6711,7.653,3.1254,11.0968,12.4638,10.8648,1.733,3.1162,8.0739,6.8283,BLCA
TCGA-DK-A3WX-01A-22R-A22U-07,12.6873,2.8514,1.8395,9.4721,10.4069,10.3932,1.5891,1.9989,7.8289,7.0059,BLCA
TCGA-DK-A3WY-01A-11R-A22U-07,12.9981,2.2668,3.5273,10.2071,11.2519,9.8052,4.5012,2.5235,6.4008,6.2569,BLCA
TCGA-DK-A3X1-01A-12R-A22U-07,10.9812,0.8395,0.5372,9.0837,9.141,9.2643,0.1831,0.3424,4.3606,5.8578,BLCA
TCGA-DK-A3X2-01A-11R-A22U-07,10.8814,1.1355,0.3324,7.8994,7.3567,8.1529,0.1308,0.2065,3.427,5.2193,BLCA
TCGA-DK-A6AV-01A-12R-A30C-07,12.056,0.6989,1.5058,8.4936,8.5609,7.8344,0.6502,0.5807,5.0784,6.4359,BLCA
TCGA-DK-A6AW-01A-11R-A30C-07,11.0622,1.2653,0.2792,9.3666,8.7063,8.8555,0.4754,0.1579,4.2417,6.1229,BLCA
TCGA-DK-A6B0-01A-11R-A31N-07,11.5605,0.7829,0.0927,8.854,9.0387,8.2859,0.1269,0.0108,4.0802,6.4656,BLCA
TCGA-DK-A6B1-01A-12R-A30C-07,12.7106,0.9602,0.4193,9.5544,10.204,10.3274,0.1588,0.3122,5.241,6.1638,BLCA
TCGA-DK-A6B2-01A-11R-A30C-07,12.9034,1.3161,1.3169,10.5548,11.3936,11.6536,0.9409,1.4633,7.4414,6.8544,BLCA
TCGA-DK-A6B5-01A-11R-A31N-07,12.469,1.7755,1.7798,10.5335,11.0653,9.6608,0.891,0.8865,6.994,7.6575,BLCA
TCGA-DK-A6B6-01A-11R-A30C-07,10.6857,1.6274,1.8104,10.2046,11.4014,9.9484,1.5854,0.4879,7.5317,6.7561,BLCA
TCGA-DK-AA6L-01A-11R-A39I-07,13.3348,1.7007,1.6966,10.2812,11.1508,10.0185,0.9495,0.516,6.7455,7.4494,BLCA
TCGA-DK-AA6M-01A-11R-A39I-07,13.3164,3.4397,1.7465,11.4689,12.1564,10.6162,1.3566,1.7393,6.8916,7.1798,BLCA
TCGA-DK-AA6P-01A-11R-A39I-07,10.937,0.3364,0.5935,7.7507,8.525,9.2974,0.046,0.1168,4.131,5.7447,BLCA
TCGA-DK-AA6Q-01A-11R-A39I-07,14.0738,2.2892,1.8614,11.359,11.5994,10.7626,2.6707,1.3821,7.9577,7.5217,BLCA
TCGA-DK-AA6R-01A-11R-A42T-07,12.5269,4.3872,1.4055,7.5555,8.3919,8.735,0.502,2.1721,7.0966,6.7043,BLCA
TCGA-DK-AA6S-01A-21R-A39I-07,13.7332,1.8534,2.1635,10.8699,11.0136,9.9299,1.5886,1.9468,6.8926,5.2135,BLCA
TCGA-DK-AA6T-01A-11R-A39I-07,11.6136,1.6607,1.1482,8.7232,10.2038,8.4085,1.4414,0.8077,6.307,6.1214,BLCA
TCGA-DK-AA6U-01A-11R-A39I-07,12.1682,1.4587,0.6257,8.1849,9.3937,10.493,0.3283,0.2348,6.0664,6.3694,BLCA
TCGA-DK-AA6W-01A-12R-A39I-07,10.5311,0.7253,1.5969,7.907,8.4606,8.3853,0.6653,0.6043,4.5572,5.08,BLCA
TCGA-DK-AA6X-01A-12R-A42T-07,13.8283,1.0798,1.9406,10.6643,11.1646,9.8885,0.8964,1.0073,6.0266,6.618,BLCA
TCGA-DK-AA71-01A-31R-A39I-07,12.5473,1.0211,0.5621,9.9996,10.2651,9.83,0.5137,0.2249,5.3862,5.6732,BLCA
TCGA-DK-AA74-01A-11R-A39I-07,13.3988,2.3371,2.9509,12.3759,12.9057,12.0716,2.1717,2.1357,7.821,8.139,BLCA
TCGA-DK-AA75-01A-11R-A39I-07,8.9327,1.7636,0.0577,6.0044,7.9301,9.5183,0,0.1624,3.3986,5.2743,BLCA
TCGA-DK-AA76-01A-11R-A39I-07,10.7624,0.2755,0.0476,7.8059,8,9.6958,0.0198,0.1133,4.1788,6.1702,BLCA
TCGA-DK-AA77-01A-11R-A39I-07,14.0993,1.3626,1.1814,11.3764,11.7369,11.1656,1.5142,0.5759,7.6793,7.2962,BLCA
TCGA-E5-A2PC-01A-11R-A206-07,13.4897,1.0876,1.2788,11.3417,11.3054,10.7439,1.0363,0.4596,7.736,7.6762,BLCA
TCGA-E5-A4TZ-01A-11R-A31N-07,11.4941,1.2536,0.5435,7.8376,7.4979,7.1541,0.2384,0.2867,4.7652,6.3446,BLCA
TCGA-E5-A4U1-01A-11R-A31N-07,9.9546,0.4325,0.2663,8.0996,8.0672,7.7129,0.0503,0.0903,3.7945,5.2175,BLCA
TCGA-E7-A3X6-01A-12R-A22U-07,15.0546,2.0161,1.4614,12.221,12.2806,11.2635,1.9514,1.1026,8.3185,7.4408,BLCA
TCGA-E7-A3Y1-01A-11R-A22U-07,10.2407,0.3807,0.1919,8.4594,7.7767,7.7511,0.0943,0.137,3.4733,5.6563,BLCA
TCGA-E7-A4IJ-01A-31R-A26T-07,11.9465,0.6211,0.8219,10.0628,11.087,10.1456,1.1731,0.3367,6.0878,7.5642,BLCA
TCGA-E7-A4XJ-01A-11R-A26T-07,8.5134,0.0531,0.118,6.7235,6.8732,7.1995,0.0113,0.1777,3.4882,4.8656,BLCA
TCGA-E7-A519-01A-11R-A26T-07,10.0138,0.7273,0.9898,10.4084,10.9244,9.4219,0.2961,0.3102,4.8434,7.0373,BLCA
TCGA-E7-A541-01A-11R-A26T-07,13.6529,1.5884,1.2002,10.7924,11.4768,10.9085,2.2887,0.983,7.4303,7.6774,BLCA
TCGA-E7-A5KE-01A-11R-A28M-07,10.9656,0.5703,0.1958,6.1405,6.1822,8.1518,0.0298,0.0307,3.3519,6.1404,BLCA
TCGA-E7-A5KF-01A-11R-A28M-07,11.9345,1.1294,0.0531,8.655,8.7978,8.0619,0.0316,0.127,5.1047,6.0731,BLCA
TCGA-E7-A677-01A-11R-A30C-07,12.2374,3.086,1.4713,10.9306,10.5893,9.3734,0.5949,1.5723,6.3712,7.2548,BLCA
TCGA-E7-A678-01A-11R-A30C-07,12.3554,0.4626,0.2646,9.6599,10.4707,9.4518,0.1226,0.0599,4.4044,6.1747,BLCA
TCGA-E7-A6MD-01A-41R-A352-07,12.4944,0.9955,1.5152,9.1704,9.1279,8.8563,1.2721,0.7587,4.6374,6.4393,BLCA
TCGA-E7-A6ME-01A-22R-A32O-07,13.5788,1.3873,0.9089,10.9933,11.9185,11.0543,1.2038,0.6525,6.5245,6.7089,BLCA
TCGA-E7-A6MF-01A-12R-A32O-07,11.9108,1.7898,0.4357,8.7407,8.8654,8.1692,0.7045,0.1278,4.8495,6.1813,BLCA
TCGA-E7-A7DU-01A-11R-A32O-07,11.2915,0.3811,0.3828,9.0349,8.2857,8.3847,0.1002,0.1504,4.2951,6.6099,BLCA
TCGA-E7-A7DV-01A-11R-A33J-07,13.5417,2.3957,1.0016,11.3498,12.4106,11.0817,1.0163,3.1685,6.0835,6.8527,BLCA
TCGA-E7-A7PW-01A-11R-A352-07,10.409,0.6423,0.3433,7.9406,9.1224,8.5017,0.6112,0.1393,3.9973,5.3628,BLCA
TCGA-E7-A7XN-01A-11R-A352-07,14.3123,5.133,2.7603,12.334,11.4419,10.8036,2.6749,1.2972,9.2894,7.7051,BLCA
TCGA-E7-A85H-01A-11R-A352-07,11.7284,2.4546,1.6664,8.6553,10.0902,9.9948,1.1467,0.869,5.8285,6.1726,BLCA
TCGA-E7-A8O7-01A-11R-A36F-07,13.3142,1.8614,0.7818,10.113,10.2225,9.2032,0.7017,0.8115,6.1405,6.8588,BLCA
TCGA-E7-A8O8-01A-11R-A36F-07,10.6983,0.4457,0.1432,8.4647,8.9627,8.3394,0.1786,0.0595,4.4356,5.42,BLCA
TCGA-E7-A97P-01A-11R-A38B-07,14.4796,4.0455,2.1201,11.9687,12.2983,10.9448,1.792,2.419,8.4572,7.6101,BLCA
TCGA-E7-A97Q-01A-11R-A38B-07,13.1352,1.4778,0.8913,9.7068,10.6327,9.6889,0.2673,0.4663,5.9891,5.5375,BLCA
TCGA-FD-A3B3-01A-12R-A206-07,13.3652,4.1602,3.1996,10.9418,12.053,11.1937,2.3069,2.936,8.3343,7.7193,BLCA
TCGA-FD-A3B4-01A-12R-A206-07,14.3686,3.3912,1.8787,11.5291,12.5547,10.7775,1.7985,2.0771,7.8955,7.2284,BLCA
TCGA-FD-A3B5-01A-11R-A20F-07,12.4735,2.1853,0.4356,10.3539,9.8999,9.7244,0.1483,1.1582,5.8253,6.1452,BLCA
TCGA-FD-A3B6-01A-21R-A20F-07,13.5293,6.1854,1.9864,11.6016,11.8094,11.3204,2.5188,4.416,7.4962,6.8543,BLCA
TCGA-FD-A3B7-01A-31R-A20F-07,13.1757,3.6912,2.3211,11.1481,11.7574,10.5478,2.9832,3.218,7.6721,6.1747,BLCA
TCGA-FD-A3B8-01A-31R-A20F-07,14.0597,3.6019,3.6539,11.5543,12.2724,10.6006,2.6344,3.4864,8.4777,7.7139,BLCA
TCGA-FD-A3N5-01A-11R-A21D-07,13.5742,3.7595,1.8478,11.1691,11.5939,9.9476,0.7177,2.4289,8.0838,7.1042,BLCA
TCGA-FD-A3N6-01A-11R-A21D-07,12.9535,2.2436,1.4266,9.1728,10.7911,9.384,1.1249,0.5066,7.5261,6.2145,BLCA
TCGA-FD-A3NA-01A-11R-A21D-07,12.5092,1.6516,1.4901,10.4951,11.0072,10.3923,0.9298,1.4344,6.5932,6.7144,BLCA
TCGA-FD-A3SJ-01A-12R-A22U-07,11.7033,0.5608,0.7843,8.1681,9.6898,10.1559,0.314,0.4114,4.3908,5.0424,BLCA
TCGA-FD-A3SL-01A-21R-A22U-07,12.2121,1.378,0.7395,8.9784,9.3673,9.2692,0.6524,1.4619,4.7882,5.5191,BLCA
TCGA-FD-A3SM-01A-11R-A22U-07,12.6203,0.8563,0.506,10.4862,10.0611,10.0094,0.1919,0.9343,4.6661,6.2098,BLCA
TCGA-FD-A3SN-01A-12R-A22U-07,12.8668,2.7777,0.3569,9.2799,9.0753,9.5406,0.6604,1.4602,6.4432,6.5774,BLCA
TCGA-FD-A3SO-01A-11R-A22U-07,13.1934,3.2986,1.3431,9.6417,10.5539,10.2166,0.7165,2.6299,7.102,7.1733,BLCA
TCGA-FD-A3SP-01A-31R-A22U-07,13.4984,3.474,2.0206,11.4469,11.8643,11.273,1.6316,3.753,7.4524,7.9767,BLCA
TCGA-FD-A3SQ-01A-21R-A22U-07,13.1038,1.3501,1.4964,10.5271,10.4731,9.8226,0.6829,1.3451,6.0459,6.6358,BLCA
TCGA-FD-A3SR-01A-11R-A22U-07,13.4033,1.4599,1.4131,11.1833,11.7131,10.8377,1.1422,1.8215,7.0985,7.4031,BLCA
TCGA-FD-A3SS-01A-12R-A22U-07,11.2551,3.0906,0.2119,8.5094,8.8254,8.5596,0.1191,1.2485,4.7055,6.5512,BLCA
TCGA-FD-A43N-01A-11R-A23W-07,11.6349,1.6911,0.9846,9.3809,10.1484,9.9576,0.3607,0.5942,5.3722,5.8519,BLCA
TCGA-FD-A43P-01A-31R-A23W-07,13.0612,3.2195,2.9486,10.408,11.1729,10.2995,2.9162,1.8043,7.5254,6.9253,BLCA
TCGA-FD-A43S-01A-21R-A23W-07,12.4196,0.8298,2.0018,9.7714,10.9514,9.9657,2.0011,1.007,5.0024,6.4604,BLCA
TCGA-FD-A43U-01A-11R-A23W-07,12.1775,1.5841,1.8185,9.93,10.682,9.4579,1.4142,1.6185,5.0904,6.0551,BLCA
TCGA-FD-A43X-01A-11R-A23W-07,11.2911,0.5162,0.0661,8.8602,7.8134,8.3484,0.0475,0.0642,4.1649,6.1288,BLCA
TCGA-FD-A43Y-01A-21R-A26T-07,14.4087,2.7633,1.5858,11.8085,12.4064,11.6778,0.8083,1.5172,7.6402,7.0843,BLCA
TCGA-FD-A5BR-01A-11R-A26T-07,11.6372,1.2641,1.9459,9.4624,9.4297,8.6444,1.2409,0.9198,5.1562,5.9605,BLCA
TCGA-FD-A5BS-01A-21R-A26T-07,13.0034,3.0819,2.6169,10.7859,11.2366,10.3923,2.0867,2.0979,6.3541,6.621,BLCA
TCGA-FD-A5BT-01A-11R-A26T-07,12.5953,3.9001,2.0061,10.8992,11.9225,10.8826,1.7204,3.1037,6.9635,7.0713,BLCA
TCGA-FD-A5BU-01A-31R-A26T-07,12.9093,3.5725,1.9634,9.9354,10.7853,9.7254,1.225,2.2841,6.9805,7.4119,BLCA
TCGA-FD-A5BV-01A-11R-A26T-07,10.5854,1.1855,0.3833,7.5779,8.4277,8.3453,0.0664,0.2783,3.9163,5.9737,BLCA
TCGA-FD-A5BX-01A-11R-A26T-07,12.9504,1.3381,0.7897,11.1454,11.2881,10.5887,0.7328,1.585,5.3716,6.4111,BLCA
TCGA-FD-A5BY-01A-31R-A28M-07,12.4244,2.366,0.5051,10.5011,10.861,10.1861,0.1961,1.588,6.2924,6.7013,BLCA
TCGA-FD-A5BZ-01A-11R-A28M-07,12.1809,1.007,0.9409,9.0846,9.7793,9.0863,0.9573,1.4043,5.1031,5.7497,BLCA
TCGA-FD-A5C0-01A-11R-A28M-07,11.3945,0.7267,0.6283,8.3801,8.0407,8.6935,0.3577,0.4915,4.3144,5.8433,BLCA
TCGA-FD-A5C1-01A-11R-A28M-07,13.5373,3.7313,2.6178,11.0171,12.4973,11.3909,1.9857,2.8233,8.4985,7.6064,BLCA
TCGA-FD-A62N-01A-11R-A30C-07,13.7841,4.7479,3.6219,11.607,12.7324,11.4834,3.5214,3.7258,7.8492,7.26,BLCA
TCGA-FD-A62O-01A-11R-A30C-07,10.7013,0.3735,0.1302,7.0488,7.5715,8.2952,0.0986,0.2888,4.2403,5.1943,BLCA
TCGA-FD-A62P-01A-32R-A30C-07,12.1829,1.6008,1.7017,9.0312,9.4483,9.5063,1.3058,1.5339,6.197,6.5975,BLCA
TCGA-FD-A62S-01A-11R-A30C-07,12.7105,2.0346,2.3196,9.9719,10.47,9.7492,1.6567,2.1302,6.5214,7.0927,BLCA
TCGA-FD-A6TA-01A-12R-A33J-07,12.5915,1.5969,1.637,9.7118,9.935,9.2752,1.3531,1.5411,5.3944,6.4933,BLCA
TCGA-FD-A6TB-01A-12R-A33J-07,12.842,1.4072,2.591,10.0195,10.2385,9.5268,2.1151,1.6769,6.5439,7.0004,BLCA
TCGA-FD-A6TC-01A-21R-A33J-07,12.0599,1.605,0.4323,8.7484,9.3674,9.1019,0.1781,0.9463,5.1693,7.104,BLCA
TCGA-FD-A6TD-01A-51R-A33J-07,13.3299,3.7042,2.7389,11.5769,12.4792,11.0113,1.1137,2.1218,7.1678,7.1616,BLCA
TCGA-FD-A6TE-01A-12R-A33J-07,13.6515,2.6125,0.8516,10.6591,11.4235,10.7249,0.572,0.496,7.0767,7.3816,BLCA
TCGA-FD-A6TF-01A-52R-A32O-07,11.8267,3.8077,1.0123,8.9684,9.0727,8.8891,0.583,1.9263,4.4974,6.0691,BLCA
TCGA-FD-A6TG-01A-11R-A32O-07,12.1453,1.1228,0.6398,8.9455,9.2493,8.8204,0.7668,1.093,4.743,5.7509,BLCA
TCGA-FD-A6TH-01A-11R-A32O-07,12.1342,4.5989,0.665,8.7875,9.8661,9.715,0.5479,2.5381,6.4024,6.9242,BLCA
TCGA-FD-A6TI-01A-11R-A32O-07,11.8657,0.679,0.4005,9.398,9.6989,9.823,0.4564,0.3156,4.9278,6.5803,BLCA
TCGA-FD-A6TK-01A-42R-A33J-07,13.8578,4.5014,2.8483,11.2903,11.6028,10.9008,1.8777,4.2364,8.4941,7.6785,BLCA
TCGA-FJ-A3Z7-01A-12R-A23N-07,10.8869,3.5215,0.7671,7.8158,8.4603,7.6951,0.2552,0.1981,4.925,4.7073,BLCA
TCGA-FJ-A3Z9-01A-11R-A26T-07,10.6752,0.8399,0.0913,8.0677,7.6908,8.7368,0.0147,0.1457,3.8651,5.8677,BLCA
TCGA-FJ-A3ZE-01A-11R-A23N-07,11.0368,0.1237,0,7.2895,7.2204,8.329,0.0519,0.0468,3.452,5.6283,BLCA
TCGA-FJ-A3ZF-01A-11R-A23N-07,10.2371,0.8774,0.2741,6.2953,9.264,9.2254,0.0862,0.0423,4.9654,4.7504,BLCA
TCGA-FJ-A871-01A-11R-A352-07,11.2799,2.7873,0.1935,9.7569,10.8768,9.7237,0.2384,1.0796,5.3078,5.2571,BLCA
TCGA-FT-A3EE-01A-11R-A206-07,10.9938,3.1742,0.2846,7.5047,7.6311,7.6894,0.3134,1.0406,5.4043,5.7037,BLCA
TCGA-FT-A61P-01A-11R-A30C-07,13.8502,4.7907,1.5885,12.1244,12.5022,11.7999,1.4954,3.232,9.0004,7.5557,BLCA
TCGA-G2-A2EC-01A-11R-A180-07,12.5548,0.8204,2.009,9.0818,9.7291,9.2493,0.8552,0.9145,4.7698,5.8663,BLCA
TCGA-G2-A2EF-01A-12R-A18C-07,13.1206,6.2201,3.6063,9.8993,11.1712,10.0374,1.7778,3.2326,8.0594,7.3187,BLCA
TCGA-G2-A2EJ-01A-11R-A180-07,13.9875,4.0896,1.6407,11.4786,12.0796,11.1915,0.6618,2.4266,8.1137,6.9103,BLCA
TCGA-G2-A2EK-01A-22R-A18C-07,11.7645,0.5131,0.681,8.3975,9.3141,8.8183,0.2756,0.3218,4.1516,5.8663,BLCA
TCGA-G2-A2EL-01A-12R-A18C-07,10.9484,0.9709,0.216,9.2453,9.8222,9.405,0.051,0.281,5.9263,5.1986,BLCA
TCGA-G2-A2EO-01A-11R-A180-07,12.4655,1.1094,2.7317,9.6619,10.5971,8.7688,1.7009,1.2437,4.9824,5.5886,BLCA
TCGA-G2-A2ES-01A-11R-A180-07,13.4254,3.0226,1.7157,10.1601,10.7316,10.0169,0.8598,1.5244,7.6948,6.5145,BLCA
TCGA-G2-A3IB-01A-11R-A20F-07,12.4765,1.1588,0.3832,10.3438,10.3126,9.1298,0.2117,0.7098,6.578,6.7935,BLCA
TCGA-G2-A3IE-01A-11R-A20F-07,11.3243,1.0319,0.9062,8.4789,8.2651,8.9135,0.2022,0.1491,4.0712,6.7792,BLCA
TCGA-G2-A3VY-01A-11R-A22U-07,11.5443,0.8092,0.4591,6.6952,9.4558,10.1994,0.1286,0.0782,4.3143,6.1179,BLCA
TCGA-G2-AA3B-01A-11R-A39I-07,12.6593,1.0347,1.4934,11.7865,10.7913,10.1094,1.1035,0.2119,7.209,6.8554,BLCA
TCGA-G2-AA3C-01A-21R-A39I-07,12.802,1.8246,0.2257,11.2007,11.2081,9.8371,0.6108,1.3959,5.635,6.7743,BLCA
TCGA-G2-AA3D-01A-11R-A39I-07,12.047,0.9197,0.7146,9.5023,8.7807,9.5035,0.1143,0.1615,5.6037,6.8737,BLCA
TCGA-G2-AA3F-01A-12R-A42T-07,10.6294,0.8994,0.4408,6.7052,9.5932,10.449,0.1214,0.4702,4.2666,5.9923,BLCA
TCGA-GC-A3BM-01A-11R-A22U-07,12.6977,1.3052,0.942,10.1368,10.0165,9.3606,0.5707,0.6471,6.4176,6.4946,BLCA
TCGA-GC-A3I6-01A-11R-A20F-07,13.9468,3.489,2.1241,11.0386,11.6457,11.0451,0.6671,1.2104,7.9293,7.3595,BLCA
TCGA-GC-A3OO-01A-11R-A22U-07,12.0589,1.6041,0.5152,9.509,9.4105,9.4768,0.2737,1.0147,5.2355,6.9299,BLCA
TCGA-GC-A3RB-01A-12R-A220-07,12.2379,1.1563,0.7618,9.1446,11.0432,10.6057,0.7063,0.5298,6.1185,6.0303,BLCA
TCGA-GC-A3RC-01A-11R-A22U-07,13.8646,3.2493,3.3904,11.5443,11.7902,10.7542,1.5181,2.2101,8.4528,7.7327,BLCA
TCGA-GC-A3RD-01A-12R-A22U-07,11.3117,0.421,0.2021,8.422,8.9108,8.5287,0.0812,0.4393,4.4996,6.03,BLCA
TCGA-GC-A3WC-01A-31R-A22U-07,13.7113,4.7834,2.7387,11.6254,11.9353,10.722,2.3916,2.2595,8.1524,7.0316,BLCA
TCGA-GC-A3YS-01A-11R-A23N-07,12.8306,2.3868,2.3822,10.5719,11.2143,10.6052,0.5573,2.0576,6.0926,7.0973,BLCA
TCGA-GC-A4ZW-01A-11R-A26T-07,12.1999,3.9954,0.972,11.041,11.3019,11.0838,0.4491,0.3832,6.7889,6.5234,BLCA
TCGA-GC-A6I1-01A-12R-A31N-07,13.4052,2.4305,2.8317,11.3763,11.8835,10.9989,1.7066,2.0706,7.3326,6.5521,BLCA
TCGA-GC-A6I3-01A-11R-A31N-07,12.061,1.4474,2.2823,10.9448,11.0607,10.4209,1.5831,0.6918,6.3951,6.0197,BLCA
TCGA-GD-A2C5-01A-12R-A180-07,11.7834,1.6983,0.3253,9.1672,8.9138,9.1755,0.1125,0.3754,5.4206,5.8836,BLCA
TCGA-GD-A3OP-01A-21R-A220-07,12.1856,1.2092,0.7363,8.6681,9.6691,9.2305,0.5848,0.9412,5.339,6.0228,BLCA
TCGA-GD-A3OQ-01A-32R-A220-07,12.6899,2.3272,0.7313,9.5721,9.7331,8.671,0.3195,1.442,6.402,6.2884,BLCA
TCGA-GD-A3OS-01A-12R-A220-07,12.8486,0.7249,0.9678,11.0975,11.7169,10.3441,0.9058,0.4331,5.7325,5.9131,BLCA
TCGA-GD-A6C6-01A-21R-A31N-07,9.7634,0.7522,0.3494,10.1025,10.8382,10.5512,0.0772,0.1541,4.9637,6.1228,BLCA
TCGA-GD-A76B-01A-11R-A32O-07,13.2916,1.2029,2.1632,11.6699,12.0649,11.3129,1.7914,1.0022,8.0482,6.8797,BLCA
TCGA-GU-A42P-01A-11R-A23W-07,10.6266,0.5813,0.6586,6.9681,8.519,9.5498,0.1084,0.0958,4.6352,6.3182,BLCA
TCGA-GU-A42Q-01A-11R-A23W-07,11.5437,0.3922,0.348,9.0836,9.3377,8.5601,0.1003,0.2903,6.121,7.0115,BLCA
TCGA-GU-A42R-01A-11R-A23N-07,11.4204,1.3889,0.3618,8.1775,7.4515,7.4546,0.0959,0.1264,3.9239,6.1439,BLCA
TCGA-GU-A762-01A-11R-A33J-07,13.5012,3.3513,3.1224,12.7971,13.2239,12.4863,2.8984,3.6967,8.4961,7.9374,BLCA
TCGA-GU-A763-01A-11R-A32O-07,12.1804,0.7226,0.0196,10.2117,10.4004,9.4788,0.0205,0.0724,4.3121,5.214,BLCA
TCGA-GU-A764-01A-11R-A352-07,12.3553,4.6919,2.1731,9.3265,10.1205,8.7636,1.3598,5.4889,5.64,6.6999,BLCA
TCGA-GU-A766-01A-11R-A32O-07,13.6217,5.2478,3.7884,11.951,12.5312,12.1329,2.6581,3.9204,9.3558,7.8856,BLCA
TCGA-GU-A767-01A-11R-A32O-07,10.6852,0.4051,0.3529,9.1467,9.2131,8.1426,0.1138,0.268,4.013,5.4636,BLCA
TCGA-GU-AATO-01A-11R-A39I-07,11.759,0.9895,1.469,9.7814,9.5572,10.3591,0.78,0.8779,5.0219,6.6213,BLCA
TCGA-GU-AATP-01A-11R-A39I-07,13.6824,2.4562,0.9793,11.3767,12.667,11.8007,1.0556,1.6524,6.7214,6.8202,BLCA
TCGA-GU-AATQ-01A-11R-A39I-07,12.6284,0.8627,0.8741,10.0076,10.0674,9.0781,0.6393,0.644,5.9711,6.5519,BLCA
TCGA-GV-A3JV-01A-11R-A220-07,12.4292,2.6497,1.3368,9.2267,9.7307,9.3204,1.0602,0.784,6.1869,5.7586,BLCA
TCGA-GV-A3JW-01A-11R-A20F-07,10.3016,0.3344,0.1981,7.8832,7.6422,7.5593,0.0686,0.0735,4.581,6.1709,BLCA
TCGA-GV-A3JX-01A-11R-A20F-07,13.2983,2.4228,2.2119,11.6691,11.856,11.3102,1.3134,1.165,7.8516,7.3708,BLCA
TCGA-GV-A3JZ-01A-11R-A21D-07,11.5939,4.3078,0.6014,8.3012,9.821,9.6287,0.4413,1.0579,3.9702,4.9788,BLCA
TCGA-GV-A3QF-01A-31R-A22U-07,9.7641,0.3516,0.0866,7.9369,7.0078,7.6804,0.0275,0.0976,3.8463,5.3945,BLCA
TCGA-GV-A3QG-01A-11R-A220-07,13.305,2.6698,2.3864,9.4686,10.4707,9.8717,2.4457,2.3686,6.5451,6.4363,BLCA
TCGA-GV-A3QH-01A-11R-A220-07,12.3982,1.5135,0.4077,10.2632,10.471,9.8148,0.117,0.0688,6.341,6.8163,BLCA
TCGA-GV-A3QI-01A-11R-A220-07,12.0189,2.582,0.0626,9.707,9.8523,9.5778,0.1283,0.2159,5.5609,5.5827,BLCA
TCGA-GV-A3QK-01B-11R-A23N-07,13.1001,1.339,2.2385,9.8467,10.603,9.8249,0.9055,0.5312,6.12,6.1155,BLCA
TCGA-GV-A40E-01A-12R-A23N-07,13.0242,4.689,1.1805,10.4094,10.6853,10.2184,1.1247,3.3121,7.0783,6.6875,BLCA
TCGA-GV-A40G-01A-11R-A23N-07,10.3136,0.6799,0.0656,6.6779,7.7865,8.4101,0.0109,0.0987,3.662,5.8447,BLCA
TCGA-GV-A6ZA-01A-12R-A33J-07,13.256,1.1244,1.5742,11.1765,12.0139,11.2279,1.196,0.3409,7.5686,7.1327,BLCA
TCGA-H4-A2HO-01A-11R-A180-07,11.5864,0.2883,1.1308,7.4651,8.931,9.9994,0.5309,0.2314,4.2695,5.6046,BLCA
TCGA-H4-A2HQ-01A-11R-A180-07,12.6694,1.3655,1.0826,10.1617,10.1436,8.9092,0.5789,0.3649,6.2911,7.0048,BLCA
TCGA-HQ-A2OE-01A-11R-A206-07,10.688,2.4648,0.9389,6.5028,7.2334,7.9925,0.3859,0.2352,4.535,4.4067,BLCA
