sample,B2M,CD274,CTLA4,HLA-A,HLA-B,HLA-C,PDCD1,PDCD1LG2,TAP1,TAPBP,canType
TCGA-DB-5274-01A-01R-1470-07,11.2479,0.2409,1.0707,9.285,9.263,8.8607,0.0529,0.3475,4.2884,4.828,LGG
TCGA-DB-5275-01A-01R-1470-07,11.5311,0.8408,0.1352,8.9551,8.5595,8.8589,1.2439,0.3079,5.0694,5.5825,LGG
TCGA-DB-5276-01A-01R-1470-07,12.4875,2.18,0.3578,9.1559,9.669,8.9494,0.2599,1.7652,5.1726,5.6594,LGG
TCGA-DB-5277-01A-01R-1470-07,11.4925,0.6788,0.0889,8.4749,7.8403,7.046,0.0857,0.3245,4.1829,4.7207,LGG
TCGA-DB-5278-01A-01R-1470-07,11.3246,0.6747,0.0554,7.6102,8.0513,7.1768,0.3349,1.0986,4.4256,5.7588,LGG
TCGA-DB-5279-01A-03R-2347-07,11.1939,0.8667,0.0816,7.8647,7.2922,7.8579,0.1548,0.6022,4.533,5.2444,LGG
TCGA-DB-5280-01A-01R-1470-07,11.5103,0.919,0.3136,8.6556,8.7121,8.956,0.0718,1.0227,4.7586,5.5256,LGG
TCGA-DB-5281-01A-01R-1470-07,11.6625,1.0968,0.0926,8.5476,8.5684,7.5703,0.2362,0.5826,4.8966,5.6204,LGG
TCGA-DB-A4X9-01A-11R-A26U-07,11.3705,0.8598,0.3477,8.9013,9.2871,8.6595,0.0952,0.9772,4.99,5.751,LGG
TCGA-DB-A4XA-01A-11R-A26U-07,11.0951,0.7568,0.1148,8.3553,8.3545,7.6322,0.0908,0.5158,4.8104,5.5659,LGG
TCGA-DB-A4XB-01A-11R-A26U-07,10.8086,0.8317,0.1892,8.991,7.8705,7.9599,0.4021,1.3972,4.7282,5.435,LGG
TCGA-DB-A4XC-01A-11R-A26U-07,11.81,0.6328,0.6243,8.8209,8.857,8.3833,0.1273,0.9741,4.8571,5.443,LGG
TCGA-DB-A4XD-01A-11R-A27Q-07,10.7991,0.5972,0.0588,8.2789,6.8537,7.7609,0.048,1.0221,4.0612,4.9893,LGG
TCGA-DB-A4XE-01A-11R-A27Q-07,11.3316,0.7042,0.1039,8.5625,8.5033,8.5823,0.0215,1.1357,4.4358,5.5225,LGG
TCGA-DB-A4XF-01A-11R-A27Q-07,12.8284,1.6463,0.0675,9.2473,9.0475,8.9997,0.0822,1.5943,5.0441,5.6384,LGG
TCGA-DB-A4XG-01A-11R-A27Q-07,10.6365,0.9584,0.0995,7.8954,7.1316,7.2573,0.1713,0.3181,4.7256,5.2654,LGG
TCGA-DB-A4XH-01A-11R-A27Q-07,10.4522,0.4417,0.1106,6.7994,7.0695,7.0375,0.0386,0.212,3.8354,4.4054,LGG
TCGA-DB-A64L-01A-11R-A29R-07,11.5743,1.0496,0.1278,8.0454,8.3658,7.5225,0.3552,0.4631,5.2638,5.2785,LGG
TCGA-DB-A64O-01A-11R-A29R-07,11.516,1.1643,0.1468,7.3188,8.0072,7.3058,0.1161,1.8183,4.3991,5.3227,LGG
TCGA-DB-A64P-01A-11R-A29R-07,12.0674,0.667,0.6301,8.7502,8.7145,8.7674,0.205,0.396,5.1508,5.7569,LGG
TCGA-DB-A64Q-01A-11R-A29R-07,11.6329,0.6554,0.0491,8.4136,7.7914,8.1334,0.2656,0.4625,5.3204,5.7241,LGG
TCGA-DB-A64R-01A-11R-A29R-07,10.6976,0.3855,0.0547,7.6806,7.3799,8.1473,0.2888,0.2872,4.7695,5.5895,LGG
TCGA-DB-A64S-01A-11R-A29R-07,12.3148,0.703,0.7201,8.7556,9.394,9.2521,0.1831,1.4073,5.1292,5.7875,LGG
TCGA-DB-A64U-01A-11R-A29R-07,11.2568,0.8852,0.0821,8.2745,7.9424,7.8035,0.0164,0.5394,4.6225,5.4162,LGG
TCGA-DB-A64V-01A-11R-A29R-07,12.6142,1.1758,0.3182,9.4476,10.192,8.6062,0.3476,0.7807,5.2903,5.8411,LGG
TCGA-DB-A64W-01A-11R-A29R-07,10.4293,0.8003,0.1815,7.3435,6.9408,7.2088,0.0215,0.2086,3.619,5.182,LGG
TCGA-DB-A64X-01A-11R-A29R-07,11.4996,0.5989,0.0415,8.399,8.2095,7.9611,0.0291,0.3697,4.5552,5.3752,LGG
TCGA-DB-A75K-01A-11R-A32Q-07,12.712,1.331,0.0396,8.5921,10.1189,9.7645,0.4697,0.4698,7.1931,6.3184,LGG
TCGA-DB-A75L-01A-11R-A32Q-07,11.2408,1.0331,0.4529,8.3004,7.4196,7.3419,0.014,0.5222,4.0604,4.9611,LGG
TCGA-DB-A75M-01A-11R-A32Q-07,11.0665,0.6102,0.0909,8.2208,8.2056,8.1795,0.1681,0.9778,4.4169,5.5758,LGG
TCGA-DB-A75O-01A-11R-A32Q-07,11.1009,1.1049,0,8.6916,9.3559,8.4326,0,0.6146,4.6122,5.2271,LGG
TCGA-DB-A75P-01A-11R-A32Q-07,10.6941,1.8968,0.0537,8.606,8.3228,7.6399,0.3405,1.1763,4.3945,5.6254,LGG
TCGA-DH-5140-01A-01R-1470-07,11.7234,1.068,0.5662,8.5919,8.1407,8.158,0.3144,0.4672,4.6661,5.3971,LGG
TCGA-DH-5141-01A-01R-1470-07,11.8916,0.5775,0.0679,8.8524,8.7217,7.9416,0.1714,0.332,5.1887,5.4708,LGG
TCGA-DH-5142-01A-01R-1470-07,12.4766,0.9382,0.4601,9.1561,9.9542,8.9971,0.1727,1.797,5.2065,5.9458,LGG
TCGA-DH-5143-01A-01R-1470-07,11.9211,1.3532,0.0532,8.4385,9.2215,8.3634,0.1233,1.0985,4.5858,5.2671,LGG
TCGA-DH-5144-01A-01R-1470-07,11.6124,0.5128,0.2948,8.1302,8.1978,8.079,0.0398,0.2166,5.0336,5.3917,LGG
TCGA-DH-A669-01A-12R-A31N-07,13.5251,1.6341,0.6429,11.2294,11.1099,10.401,0.3636,0.9452,7.0588,6.1788,LGG
TCGA-DH-A66B-01A-11R-A29R-07,12.1469,1.098,0.3619,8.8644,8.7304,8.1091,0.2991,1.3419,4.7086,5.9838,LGG
TCGA-DH-A66D-01A-11R-A31N-07,11.9691,1.0315,0.5716,8.6832,9.0393,8.5236,0.2797,1.2034,4.7811,5.5559,LGG
TCGA-DH-A66F-01A-11R-A29R-07,11.6785,0.7393,0.122,8.1126,8.2123,7.8959,0.3,0.1757,5.1155,5.7613,LGG
TCGA-DH-A66G-01A-21R-A31N-07,12.4163,2.1982,0.769,8.3917,9.1471,8.6097,1.1259,1.0286,5.0118,5.9813,LGG
TCGA-DH-A7UR-01A-11R-A33Z-07,10.8251,0.5176,0.1065,8.31,8.1242,7.1838,0.0136,0.1457,4.4266,5.5867,LGG
TCGA-DH-A7US-01A-11R-A33Z-07,11.317,0.601,0.0214,7.827,8.6327,7.4408,0.0477,0.4803,4.8685,5.736,LGG
TCGA-DH-A7UT-01A-12R-A34F-07,10.5118,0.7853,0.1052,8.3023,7.8342,7.9385,0.1901,0.5191,4.1603,5.3466,LGG
TCGA-DH-A7UU-01A-12R-A34F-07,10.7847,0.7716,0.0996,7.711,7.6748,7.9234,0.0153,0.726,3.9077,5.1769,LGG
TCGA-DH-A7UV-01A-12R-A34F-07,10.6752,0.7756,0.2385,7.8588,7.6235,7.0627,0.1535,0.7911,3.8259,5.09,LGG
TCGA-DU-5847-01A-11R-1708-07,12.4073,1.8666,0.6554,9.1467,9.5165,8.6495,0.7497,2.9603,5.8987,6.4271,LGG
TCGA-DU-5849-01A-11R-1708-07,11.3786,0.7966,0.1593,8.3532,8.5079,8.423,0.1176,0.469,4.7724,5.2918,LGG
TCGA-DU-5851-01A-13R-1896-07,10.7237,1.0011,0.2248,7.7564,7.5949,7.1548,0,0.6725,3.9845,5.0681,LGG
TCGA-DU-5852-01A-11R-1708-07,12.012,1.7034,0.1471,9.0947,9.0447,8.8358,0.6354,1.3336,5.2477,5.6385,LGG
TCGA-DU-5853-01A-11R-1896-07,11.7935,1.1419,0.6584,7.7637,8.9852,7.9401,0.3792,1.3209,3.6055,5.1574,LGG
TCGA-DU-5854-01A-11R-1708-07,12.4483,1.5457,0.5021,9.5053,9.3723,9.5639,0.411,2.3388,5.3456,5.8263,LGG
TCGA-DU-5855-01A-11R-1708-07,11.8579,1.2588,1.0587,9.1622,8.6711,8.6185,0.1647,1.3055,5.0116,5.8486,LGG
TCGA-DU-5870-01A-11R-1708-07,11.7712,0.5421,0.3279,8.6347,8.1399,7.5312,0.7282,0.747,5.1066,5.5478,LGG
TCGA-DU-5871-01A-12R-1708-07,10.9083,1.1613,0.4457,7.9102,7.7765,7.3524,0.1254,1.214,4.1055,5.2357,LGG
TCGA-DU-5872-01A-11R-1708-07,12.4608,1.4264,0.185,9.4621,9.3922,8.8331,0.2082,1.0859,5.8651,5.2953,LGG
TCGA-DU-5874-01A-11R-1708-07,11.3179,0.5774,0.4426,8.26,8.0526,7.0854,0.0132,0.3406,4.9484,5.1943,LGG
TCGA-DU-6392-01A-11R-1708-07,11.9929,0.5931,0.4481,8.8765,9.3727,8.9343,0.5944,1.0292,4.9851,5.2402,LGG
TCGA-DU-6393-01A-11R-1708-07,10.8998,0.3812,0.0699,8.9003,8.7656,7.4177,0.0695,0.0714,5.605,5.639,LGG
TCGA-DU-6394-01A-11R-1708-07,12.5171,1.9977,0,9.9375,9.2408,8.6928,0.1754,0.371,6.399,5.9579,LGG
TCGA-DU-6395-01A-13R-1708-07,11.1924,1.1694,0.074,7.8852,8.4894,7.8654,1.2467,0.545,4.7121,5.6162,LGG
TCGA-DU-6396-01A-11R-1708-07,13.4032,1.2421,0.8931,10.4989,10.5272,9.8142,0.4604,2.3154,6.4222,5.889,LGG
TCGA-DU-6397-01A-11R-1708-07,11.6426,0.5095,0.2557,8.764,8.8347,8.6803,0.1483,0.4895,5.3531,5.4493,LGG
TCGA-DU-6399-01A-12R-1708-07,12.1805,0.8979,0.1424,8.988,9.0394,8.7963,0.1259,1.7811,5.0013,5.3602,LGG
TCGA-DU-6400-01A-12R-1708-07,11.4576,0.9476,0.226,8.7934,8.5693,8.6667,0.3333,0.2905,5.305,5.6894,LGG
TCGA-DU-6401-01A-11R-1708-07,11.1369,0.5786,0.6255,8.4071,8.0253,7.4346,1.0307,0.4666,4.7958,5.3213,LGG
TCGA-DU-6402-01A-11R-1708-07,12.3386,3.8559,0.2957,9.9874,9.9611,9.5284,0.7442,2.8014,5.9848,6.3844,LGG
TCGA-DU-6403-01A-11R-1708-07,12.4315,1.0109,0.1639,9.5012,9.8052,9.4835,0.5343,1.2157,5.4535,5.4185,LGG
TCGA-DU-6404-01A-11R-1708-07,12.7776,0.6056,0.432,9.8452,9.6306,8.9785,0.2439,1.2661,6.275,5.6789,LGG
TCGA-DU-6405-01A-11R-1708-07,12.6516,2.3676,0.311,10.0475,9.8431,8.8019,0.4274,2.8971,5.9258,6.1389,LGG
TCGA-DU-6406-01A-11R-1708-07,13.897,3.5743,0.3767,11.6901,11.7054,10.8068,0.3275,2.7032,8.2007,6.337,LGG
TCGA-DU-6407-01A-13R-1708-07,10.9671,0.731,0,7.7767,7.6123,6.7832,0.1595,0.7763,4.3782,4.9863,LGG
TCGA-DU-6408-01A-11R-1708-07,11.7796,1.4276,0.2727,8.8826,8.9376,9.2463,0.1705,1.4805,5.1494,5.5018,LGG
TCGA-DU-6410-01A-11R-1896-07,10.0289,0.2759,0.1723,6.8249,6.1953,5.5714,0.0281,0.0566,3.7668,4.674,LGG
TCGA-DU-6542-01A-11R-1896-07,12.0656,1.6793,0.3693,9.5985,9.5493,8.8575,0.1283,1.5449,5.388,6.0961,LGG
TCGA-DU-7006-01A-11R-2027-07,13.0463,3.8991,0.4008,9.7722,10.0913,9.2521,0.5811,2.373,5.4449,5.9757,LGG
TCGA-DU-7007-01A-11R-2027-07,12.6363,1.4687,0.3353,9.3076,9.5923,8.7264,0.2541,1.7195,5.0889,6.1263,LGG
TCGA-DU-7008-01A-11R-2027-07,11.304,0.7527,0.0306,8.1789,7.7133,7.7534,0.0652,0.3227,4.1806,5.0049,LGG
TCGA-DU-7009-01A-11R-2027-07,10.9635,0.73,0.0611,7.6126,7.2932,6.4769,0.0558,0.222,4.6587,4.6625,LGG
TCGA-DU-7010-01A-11R-2027-07,12.3693,0.6477,0.2752,8.887,8.0567,8.1683,0.1563,0.8842,4.4809,5.1757,LGG
TCGA-DU-7011-01A-11R-2027-07,12.0528,1.057,0.4554,8.7773,8.772,7.9881,0.0538,1.7214,4.4742,4.7823,LGG
TCGA-DU-7012-01A-11R-2027-07,13.3783,2.9553,1.8875,9.1411,10.1546,9.0551,0.7433,3.4235,5.6479,5.8213,LGG
TCGA-DU-7013-01A-11R-2027-07,12.6221,2.7301,0.3527,8.9182,9.0443,9.3569,0.529,1.5904,4.8651,5.6493,LGG
TCGA-DU-7014-01A-11R-2027-07,11.2889,0.593,0.0546,7.63,7.4428,6.8622,0.0435,0.5128,3.4267,4.2511,LGG
TCGA-DU-7015-01A-11R-2027-07,12.2986,1.3859,0.1116,8.8164,8.7964,8.6995,0.1097,1.4406,4.6746,4.8018,LGG
TCGA-DU-7018-01A-11R-2027-07,10.9029,0.4093,0,7.7169,7.5812,7.5434,0.1148,0.1055,4.5083,4.5036,LGG
TCGA-DU-7019-01A-11R-2027-07,12.0181,1.2544,0.1906,8.9373,8.3921,8.0424,0.2402,1.0162,5.0796,5.2519,LGG
TCGA-DU-7290-01A-11R-2027-07,12.6425,1.9123,1.3636,8.7194,9.3868,8.6026,0.6834,3.017,5.0609,5.9902,LGG
TCGA-DU-7292-01A-11R-2027-07,11.6934,1.2129,0.1711,8.6491,9.0878,8.6851,0.1784,1.0897,5.4616,5.5627,LGG
TCGA-DU-7294-01A-11R-2027-07,11.4476,0.5224,0.0869,7.2859,7.5561,6.9513,0.0556,0.3578,4.161,4.5265,LGG
TCGA-DU-7298-01A-11R-2027-07,11.5502,1.1237,0.1157,7.751,7.7179,7.7416,0.0926,0.7909,4.9661,4.8347,LGG
TCGA-DU-7299-01A-21R-2027-07,11.6896,0.9641,0.0742,8.2045,8.0331,7.3279,0.0356,1.1026,4.4173,5.0365,LGG
TCGA-DU-7300-01A-21R-2090-07,12.0571,1.1498,0.0992,8.6664,8.6065,8.409,0.2227,0.746,5.0667,5.0473,LGG
TCGA-DU-7301-01A-11R-2090-07,13.2752,1.172,0.3181,9.5759,9.6162,9.2654,0.7834,1.1012,5.6359,5.0738,LGG
TCGA-DU-7302-01A-11R-2090-07,11.3861,1.2005,0.1181,8.1865,7.7391,7.546,0.0175,0.1558,4.6176,5.034,LGG
TCGA-DU-7304-01A-12R-2090-07,11.0514,1.4333,0.3367,7.7384,8.0723,7.2756,0.1858,1.0679,3.8184,4.8667,LGG
TCGA-DU-7306-01A-11R-2090-07,12.9659,1.6002,0.1835,9.5445,8.9789,8.6645,0.1433,1.0365,5.7305,4.941,LGG
TCGA-DU-7309-01A-11R-2090-07,10.9849,0.9295,0.1348,7.8327,7.5579,7.1169,0.2829,0.7044,3.9217,4.9346,LGG
TCGA-DU-8158-01A-11R-2256-07,12.1857,2.0184,1.0645,9.3384,9.527,9.2376,0.7764,3.3388,4.7408,5.6327,LGG
TCGA-DU-8161-01A-11R-2256-07,12.8994,2.0191,1.3076,8.9172,9.7872,9.539,1.0355,2.5521,5.9288,5.4782,LGG
TCGA-DU-8162-01A-21R-2256-07,11.0819,1.6485,0.3085,7.7545,8.0164,7.1444,0.1766,1.323,3.9843,5.0718,LGG
TCGA-DU-8163-01A-11R-2256-07,11.8912,1.6239,0.748,8.338,8.9678,7.925,0.2269,1.4738,4.5576,5.297,LGG
TCGA-DU-8164-01A-11R-2256-07,10.9178,0.7609,0.4949,7.3922,7.3259,6.9551,0,0.5163,4.2402,5.1505,LGG
TCGA-DU-8165-01A-11R-2256-07,12.7804,1.4959,1.0786,9.1936,9.4566,8.6171,0.5017,2.553,5.5375,5.9848,LGG
TCGA-DU-8166-01A-11R-2256-07,11.4051,1.9625,0.1945,7.0926,8.3761,8.0732,1.0131,0.6358,4.9094,5.1797,LGG
TCGA-DU-8167-01A-11R-2256-07,11.5899,1.1209,0.0513,8.5055,8.3719,7.5989,0.3588,0.8518,4.377,5.0907,LGG
TCGA-DU-8168-01A-11R-2256-07,11.1001,1.0788,0.2892,7.9609,7.838,7.2052,0.0361,0.2804,4.1908,5.1102,LGG
TCGA-DU-A5TP-01A-11R-A28M-07,12.282,3.307,0.212,8.5639,9.454,8.7126,0.5602,1.022,6.0932,5.8363,LGG
TCGA-DU-A5TR-01A-11R-A28M-07,12.2419,0.7746,0.7368,9.4565,9.9793,9.328,0.4624,1.409,4.8225,5.9489,LGG
TCGA-DU-A5TS-01A-11R-A28M-07,10.6978,0.4135,0.1783,7.5793,7.8388,7.2937,0,0.276,3.4417,5.0476,LGG
TCGA-DU-A5TT-01A-11R-A28M-07,11.4959,1.031,0.9015,8.4693,8.8336,8.5821,0.1191,2.3253,4.7661,5.6175,LGG
TCGA-DU-A5TU-01A-11R-A28M-07,12.3523,0.7505,0.2061,9.2194,9.2581,8.5376,0.7136,1.0528,4.803,5.6795,LGG
TCGA-DU-A5TW-01A-11R-A28M-07,10.7103,0.8396,0.0417,7.834,7.0957,6.7858,0.0674,0.6066,4.1618,5.0105,LGG
TCGA-DU-A5TY-01A-11R-A28M-07,12.5077,1.6994,0.5979,8.9512,9.4213,9.2616,0.8629,1.5809,4.7752,5.5827,LGG
TCGA-DU-A6S2-01A-21R-A32Q-07,10.4144,1.0379,0.0216,7.4974,7.7716,6.9399,1.1136,0.1062,4.7115,4.8856,LGG
TCGA-DU-A6S3-01A-12R-A32Q-07,9.7182,0.236,0.0466,6.8256,7.0896,7.5473,0,0.1022,3.4612,4.7403,LGG
TCGA-DU-A6S6-01A-21R-A32Q-07,9.7853,0.587,0.1092,8.0914,6.9932,7.2976,0.017,0.1629,4.5907,5.483,LGG
TCGA-DU-A6S7-01A-21R-A32Q-07,10.9705,1.9085,0.4242,7.9796,7.7431,7.7414,0.0282,1.0487,4.4734,5.3551,LGG
TCGA-DU-A6S8-01A-12R-A32Q-07,11.116,0.2993,0.1504,8.5258,7.526,8.3047,0.2454,0.2858,4.5794,5.0399,LGG
TCGA-DU-A76K-01A-11R-A33Z-07,10.486,0.8737,0.1761,7.8523,7.7764,8.0749,0.1032,1.403,4.8406,5.4299,LGG
TCGA-DU-A76L-01A-11R-A32Q-07,13.8165,3.2879,0.1535,10.8887,11.4775,11.1245,0.335,1.6527,7.6733,6.282,LGG
TCGA-DU-A76O-01A-11R-A32Q-07,12.0935,0.3014,0.7833,9.1142,9.8629,9.0093,0.0272,1.0207,5.3766,5.323,LGG
TCGA-DU-A76R-01A-11R-A32Q-07,11.0453,1.4677,0.3184,8.0939,8.0613,7.9073,0.0341,0.7513,4.8353,5.4766,LGG
TCGA-DU-A7T6-01A-11R-A33Z-07,10.8978,0.3416,0.2001,8.874,8.2611,7.9715,0.0951,0.2514,4.6194,5.0064,LGG
TCGA-DU-A7T8-01A-21R-A34R-07,11.2456,1.3108,0.5128,8.6101,8.9332,8.5888,0.2577,1.0905,5.309,5.7665,LGG
TCGA-DU-A7TA-01A-11R-A33Z-07,11.9773,0.449,0.6999,9.0866,9.1074,8.23,0.275,1.1247,5.1182,5.7611,LGG
TCGA-DU-A7TB-01A-11R-A33Z-07,10.4963,0.3897,0.2134,8.4149,8.387,6.6022,0.1165,0.1331,4.4594,4.786,LGG
TCGA-DU-A7TC-01A-21R-A34R-07,10.1408,0.646,0.3048,7.5432,7.65,7.5108,0.0244,0.5016,4.2765,5.2007,LGG
TCGA-DU-A7TD-01A-12R-A34F-07,13.6162,2.4599,0.5308,10.6479,11.4675,10.6015,1.1775,2.1771,8.1364,6.5256,LGG
TCGA-DU-A7TG-01A-21R-A34R-07,10.5046,1.1211,0.2646,7.5748,7.594,7.0168,0.0789,0.3626,4.0434,5.156,LGG
TCGA-DU-A7TI-01A-11R-A33Z-07,12.5002,2.3329,0.6707,9.2546,9.328,8.739,1.4954,1.6213,6.0013,5.7501,LGG
TCGA-DU-A7TJ-01A-11R-A34R-07,12.582,1.5283,0.264,10.0235,9.9698,9.8874,0.1998,1.8594,5.767,5.9057,LGG
TCGA-E1-5302-01A-01R-1470-07,12.562,0.864,0.2681,9.0288,9.7177,9.1653,0.0605,2.1379,5.1466,5.351,LGG
TCGA-E1-5303-01A-01R-1470-07,11.7608,0.8233,0.1858,8.6048,8.285,8.1818,0.3236,1.7991,4.2363,4.883,LGG
TCGA-E1-5304-01A-01R-1470-07,10.2888,0.1132,0.0465,6.9675,7.8854,6.7896,0.1907,0.2588,2.3248,4.8188,LGG
TCGA-E1-5305-01A-01R-1896-07,12.0302,0.5158,0.1125,8.5201,8.5076,8.0234,0.2174,1.1454,4.9779,5.1551,LGG
TCGA-E1-5307-01A-01R-1896-07,10.7829,1.2653,0.2875,7.4924,7.1685,7.3633,0.1477,1.2425,4.0446,4.9706,LGG
TCGA-E1-5311-01A-01R-1470-07,10.5367,0.7042,0.1273,7.8433,7.819,7.4293,0.1145,0.1761,4.9001,4.9476,LGG
TCGA-E1-5318-01A-01R-1470-07,11.2685,0.4957,0.0566,7.9663,8.0623,7.1706,0.0149,0.4045,4.1657,4.8262,LGG
TCGA-E1-5319-01A-01R-1896-07,12.2608,0.6989,0.0921,8.7941,8.9844,8.448,0.1551,0.4001,5.3055,5.074,LGG
TCGA-E1-5322-01A-01R-1470-07,12.1075,0.7889,0.1681,9.0758,8.6124,8.3677,0.3667,1.3303,4.969,5.5108,LGG
TCGA-E1-A7YD-01A-11R-A34F-07,11.7404,1.0032,0.5375,9.1419,9.8951,9.1951,0.2839,0.5628,5.4689,5.9484,LGG
TCGA-E1-A7YE-01A-11R-A34F-07,12.5255,1.1043,0.5265,9.5961,9.7964,9.4894,1.2723,1.572,5.7058,5.9791,LGG
TCGA-E1-A7YH-01A-11R-A34F-07,11.2552,0.7244,0.2498,7.7086,7.9391,8.1347,0.0622,0.5465,4.355,5.5727,LGG
TCGA-E1-A7YI-01A-11R-A34F-07,11.659,0.3121,0.4616,9.319,8.195,8.4005,0.2682,0.5274,5.6206,6.0117,LGG
TCGA-E1-A7YJ-01A-11R-A34F-07,13.4004,1.8074,0.5905,11.4039,11.2532,11.438,1.1063,1.8186,7.1151,6.3414,LGG
TCGA-E1-A7YK-01A-11R-A34F-07,12.5677,0.845,0.4564,9.5637,9.9861,9.7281,0.4723,1.9587,5.2716,6.1536,LGG
TCGA-E1-A7YL-01A-11R-A34F-07,12.773,1.4414,1.3936,9.8548,10.334,9.2526,1.2327,1.9008,5.5414,6.3482,LGG
TCGA-E1-A7YM-01A-11R-A34F-07,10.8172,0.8039,0.4973,7.9382,7.7702,7.7919,0.3087,1.5945,4.2962,5.2756,LGG
TCGA-E1-A7YN-01A-11R-A34F-07,13.9396,2.146,1.4206,11.6737,11.8481,10.9405,2.5365,2.9211,7.5506,6.3875,LGG
TCGA-E1-A7YO-01A-11R-A34F-07,11.3047,0.9618,0.7254,8.1656,8.3027,7.7175,0.0388,0.3927,4.8896,5.4922,LGG
TCGA-E1-A7YQ-01A-11R-A34R-07,13.0711,2.3506,0.8783,9.8151,10.178,9.5299,0.7607,1.555,6.0477,6.0035,LGG
TCGA-E1-A7YS-01A-11R-A34F-07,11.431,0.5936,0.305,8.9614,8.612,8.6506,0.3212,0.1279,6.0952,5.6148,LGG
TCGA-E1-A7YU-01A-11R-A34R-07,10.5142,0.5934,0.3907,7.5077,7.6586,7.2918,0,0.4894,3.9451,5.2039,LGG
TCGA-E1-A7YV-01A-11R-A34R-07,10.9752,0.8343,0.3747,8.2186,7.4226,7.5979,0.1459,0.5489,4.4324,5.3093,LGG
TCGA-E1-A7YW-01A-11R-A34R-07,11.0924,0.8414,0.1064,7.9267,7.2018,7.6043,0.1607,0.5566,4.6055,5.3924,LGG
TCGA-E1-A7YY-01A-11R-A34R-07,11.1504,1.4085,0.1424,7.9428,8.4195,7.7503,0.0632,0.3168,3.8768,5.6956,LGG
TCGA-E1-A7Z2-01A-21R-A34R-07,9.9467,0.654,0.3778,7.6368,6.6134,6.5049,0.7361,0.459,4.5732,5.706,LGG
TCGA-E1-A7Z3-01A-11R-A34R-07,10.9855,1.1418,0.3731,7.9686,8.4185,8.1551,0.0387,0.8809,4.6047,5.5746,LGG
TCGA-E1-A7Z4-01A-11R-A34R-07,11.2483,0.8043,0.0388,8.483,8.5115,8.0664,0.1141,0.8022,4.0221,5.6069,LGG
TCGA-E1-A7Z6-01A-11R-A34R-07,10.9744,1.5613,0.0719,8.0823,8.0248,7.7151,0.0418,2.1961,4.3833,5.4422,LGG
TCGA-EZ-7264-01A-11R-2027-07,11.4335,0.4377,0.08,7.9217,7.8604,8.0546,0.1413,0.321,5.1696,4.9237,LGG
TCGA-F6-A8O3-01A-11R-A36H-07,11.0694,0.3754,0.0342,8.8137,7.9247,8.1538,0.0811,0.1125,4.7923,5.591,LGG
TCGA-F6-A8O4-01A-11R-A36H-07,10.3765,0.595,0.2791,7.0397,7.6803,7.6866,0.0287,0.3884,3.839,5.3459,LGG
TCGA-FG-5962-01B-11R-1896-07,11.5232,1.1891,0.0917,8.4241,8.1665,8.1384,0.0707,0.513,4.8996,5.613,LGG
TCGA-FG-5963-01A-11R-1708-07,12.5817,1.5576,0.8823,9.7871,9.9463,9.2966,0.885,1.7981,5.349,6.0755,LGG
TCGA-FG-5964-01A-11R-1708-07,11.4025,0.9531,0.4577,8.7342,8.6159,8.3808,0.4383,0.3335,4.8977,5.5436,LGG
TCGA-FG-5965-01B-11R-1896-07,11.7636,0.5552,0.3776,8.387,8.6626,8.525,0.2496,1.0883,5.0682,5.455,LGG
TCGA-FG-6688-01A-11R-1896-07,11.7682,1.4369,0.2752,8.4999,9.665,9.0556,0.2648,2.2177,4.8288,5.9679,LGG
TCGA-FG-6689-01A-11R-1896-07,11.3566,1.0786,0.2354,8.0738,8.6471,7.8246,0.0593,1.1959,4.5669,5.3877,LGG
TCGA-FG-6690-01A-11R-1896-07,11.6901,0.9113,0.0973,8.4882,8.6008,8.3466,0.1843,1.1358,4.2509,5.122,LGG
TCGA-FG-6691-01A-11R-1896-07,12.2464,1.1959,0.0452,9.1069,9.3834,8.8261,0.3474,1.8388,4.7348,5.7427,LGG
TCGA-FG-6692-01A-11R-1896-07,12.0836,0.7713,0.4271,11.277,10.8679,10.5889,0.3687,1.5128,6.7759,5.9748,LGG
TCGA-FG-7634-01A-11R-2090-07,12.2581,0.8543,0.3883,9.1189,9.3085,8.8963,0.4829,1.1865,5.4304,5.5998,LGG
TCGA-FG-7636-01A-11R-2090-07,11.2178,0.3171,0.1238,8.1277,8.7713,7.7506,0.0438,0.6441,4.0663,5.4489,LGG
TCGA-FG-7637-01A-11R-2090-07,11.4894,0.2534,0.4046,7.584,7.8936,7.0662,0.0974,0.2247,3.9132,4.9612,LGG
TCGA-FG-7638-01B-12R-2090-07,11.8103,0.6354,0.3185,8.993,9.2111,8.252,0.0146,0.3142,5.0935,5.1284,LGG
TCGA-FG-7641-01B-11R-2256-07,10.7686,0.9426,0.1402,7.6059,7.0543,7.0378,0.0185,0.1331,4.2996,5.1471,LGG
TCGA-FG-7643-01A-11R-2090-07,11.1701,2.0932,0.1714,7.6137,8.1764,7.1748,0.0688,1.6589,4.0351,4.9434,LGG
TCGA-FG-8181-01A-11R-2256-07,10.5539,0.8686,0.1737,7.5626,7.6503,7.2842,0.13,0.0984,3.6426,5.0849,LGG
TCGA-FG-8182-01A-11R-2256-07,11.0019,1.194,0.1898,7.6352,7.4483,7.4923,0.0465,0.7616,4.0746,5.0093,LGG
